;codigNomeMateria;codigoTurma;ano;semestre;professor;cargahoraria;horario;vagasOfertadas;vagasOcupadas;local;horarioSeparado;percDisciplina;salaSeparada;predio;lotacao;percOcupacaoReal;percOcupacaoTotal
898;FGA0175 - ENGENHARIA DE PETRÓLEO E GÁS;1;2022;2;FELIPE CHAGAS STORTI;60h;35T45;45;27;FGA - SALA S5;3T5;0.6;S5;UAC;45.0;0.6;1.0
899;FGA0175 - ENGENHARIA DE PETRÓLEO E GÁS;1;2022;2;FELIPE CHAGAS STORTI;60h;35T45;45;27;FGA - SALA S5;5T4;0.6;S5;UAC;45.0;0.6;1.0
900;FGA0175 - ENGENHARIA DE PETRÓLEO E GÁS;1;2022;2;FELIPE CHAGAS STORTI;60h;35T45;45;27;FGA - SALA S5;5T5;0.6;S5;UAC;45.0;0.6;1.0
901;FGA0177 - ANÁLISE INSTRUMENTAL DE COMBUSTÍVEIS;1;2022;2;MARIA DEL PILAR HIDALGO FALLA;60h;35T23;45;4;FGA - SALA I5;3T2;0.08888888888888889;I5;UAC;45.0;0.08888888888888889;1.0
902;FGA0177 - ANÁLISE INSTRUMENTAL DE COMBUSTÍVEIS;1;2022;2;MARIA DEL PILAR HIDALGO FALLA;60h;35T23;45;4;FGA - SALA I5;3T3;0.08888888888888889;I5;UAC;45.0;0.08888888888888889;1.0
903;FGA0177 - ANÁLISE INSTRUMENTAL DE COMBUSTÍVEIS;1;2022;2;MARIA DEL PILAR HIDALGO FALLA;60h;35T23;45;4;FGA - SALA I5;5T2;0.08888888888888889;I5;UAC;45.0;0.08888888888888889;1.0
904;FGA0177 - ANÁLISE INSTRUMENTAL DE COMBUSTÍVEIS;1;2022;2;MARIA DEL PILAR HIDALGO FALLA;60h;35T23;45;4;FGA - SALA I5;5T3;0.08888888888888889;I5;UAC;45.0;0.08888888888888889;1.0
905;FGA0179 - MECANICA DOS SÓLIDOS 2 PARA ENGENHARIA;1;2022;2;RITA DE CASSIA SILVA;60h;35M34;50;15;FGA - SALA I9;3M3;0.3;I9;UAC;130.0;0.11538461538461539;0.38461538461538464
906;FGA0179 - MECANICA DOS SÓLIDOS 2 PARA ENGENHARIA;1;2022;2;RITA DE CASSIA SILVA;60h;35M34;50;15;FGA - SALA I9;3M4;0.3;I9;UAC;130.0;0.11538461538461539;0.38461538461538464
907;FGA0179 - MECANICA DOS SÓLIDOS 2 PARA ENGENHARIA;1;2022;2;RITA DE CASSIA SILVA;60h;35M34;50;15;FGA - SALA I9;5M3;0.3;I9;UAC;130.0;0.11538461538461539;0.38461538461538464
908;FGA0179 - MECANICA DOS SÓLIDOS 2 PARA ENGENHARIA;1;2022;2;RITA DE CASSIA SILVA;60h;35M34;50;15;FGA - SALA I9;5M4;0.3;I9;UAC;130.0;0.11538461538461539;0.38461538461538464
909;FGA0179 - MECANICA DOS SÓLIDOS 2 PARA ENGENHARIA;2;2022;2;MAURA ANGELICA MILFONT SHZU;60h;35T45;50;43;FGA - SALA S7;3T4;0.86;S7;UAC;60.0;0.7166666666666667;0.8333333333333334
910;FGA0179 - MECANICA DOS SÓLIDOS 2 PARA ENGENHARIA;2;2022;2;MAURA ANGELICA MILFONT SHZU;60h;35T45;50;43;FGA - SALA S7;3T5;0.86;S7;UAC;60.0;0.7166666666666667;0.8333333333333334
911;FGA0179 - MECANICA DOS SÓLIDOS 2 PARA ENGENHARIA;2;2022;2;MAURA ANGELICA MILFONT SHZU;60h;35T45;50;43;FGA - SALA S7;5T4;0.86;S7;UAC;60.0;0.7166666666666667;0.8333333333333334
912;FGA0179 - MECANICA DOS SÓLIDOS 2 PARA ENGENHARIA;2;2022;2;MAURA ANGELICA MILFONT SHZU;60h;35T45;50;43;FGA - SALA S7;5T5;0.86;S7;UAC;60.0;0.7166666666666667;0.8333333333333334
913;FGA0184 - GESTÃO DA PRODUÇÃO E QUALIDADE;1;2022;2;MARIO DE OLIVEIRA ANDRADE;60h;35T45;130;128;FGA - SALA S3;3T4;0.9846153846153847;S3;UAC;130.0;0.9846153846153847;1.0
914;FGA0184 - GESTÃO DA PRODUÇÃO E QUALIDADE;1;2022;2;MARIO DE OLIVEIRA ANDRADE;60h;35T45;130;128;FGA - SALA S3;3T5;0.9846153846153847;S3;UAC;130.0;0.9846153846153847;1.0
915;FGA0184 - GESTÃO DA PRODUÇÃO E QUALIDADE;1;2022;2;MARIO DE OLIVEIRA ANDRADE;60h;35T45;130;128;FGA - SALA S3;5T4;0.9846153846153847;S3;UAC;130.0;0.9846153846153847;1.0
916;FGA0184 - GESTÃO DA PRODUÇÃO E QUALIDADE;1;2022;2;MARIO DE OLIVEIRA ANDRADE;60h;35T45;130;128;FGA - SALA S3;5T5;0.9846153846153847;S3;UAC;130.0;0.9846153846153847;1.0
917;FGA0184 - GESTÃO DA PRODUÇÃO E QUALIDADE;2;2022;2;REJANE MARIA DA COSTA FIGUEIREDO;60h;35T23;130;45;FGA - SALA I9;3T2;0.34615384615384615;I9;UAC;130.0;0.34615384615384615;1.0
918;FGA0184 - GESTÃO DA PRODUÇÃO E QUALIDADE;2;2022;2;REJANE MARIA DA COSTA FIGUEIREDO;60h;35T23;130;45;FGA - SALA I9;3T3;0.34615384615384615;I9;UAC;130.0;0.34615384615384615;1.0
919;FGA0184 - GESTÃO DA PRODUÇÃO E QUALIDADE;2;2022;2;REJANE MARIA DA COSTA FIGUEIREDO;60h;35T23;130;45;FGA - SALA I9;5T2;0.34615384615384615;I9;UAC;130.0;0.34615384615384615;1.0
920;FGA0184 - GESTÃO DA PRODUÇÃO E QUALIDADE;2;2022;2;REJANE MARIA DA COSTA FIGUEIREDO;60h;35T23;130;45;FGA - SALA I9;5T3;0.34615384615384615;I9;UAC;130.0;0.34615384615384615;1.0
921;FGA0186 - ELETRICIDADE APLICADA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;90h;2M1234 4M12;2;1;FGA - SALA I8 E LAB ELET;2M1;0.5;I8;UAC;45.0;0.022222222222222223;0.044444444444444446
922;FGA0186 - ELETRICIDADE APLICADA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;90h;2M1234 4M12;2;1;FGA - SALA I8 E LAB ELET;2M2;0.5;I8;UAC;45.0;0.022222222222222223;0.044444444444444446
923;FGA0186 - ELETRICIDADE APLICADA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;90h;2M1234 4M12;2;1;FGA - SALA I8 E LAB ELET;2M3;0.5;I8;UAC;45.0;0.022222222222222223;0.044444444444444446
924;FGA0186 - ELETRICIDADE APLICADA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;90h;2M1234 4M12;2;1;FGA - SALA I8 E LAB ELET;2M4;0.5;I8;UAC;45.0;0.022222222222222223;0.044444444444444446
925;FGA0186 - ELETRICIDADE APLICADA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;90h;2M1234 4M12;2;1;FGA - SALA I8 E LAB ELET;4M1;0.5;I8;UAC;45.0;0.022222222222222223;0.044444444444444446
926;FGA0186 - ELETRICIDADE APLICADA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;90h;2M1234 4M12;2;1;FGA - SALA I8 E LAB ELET;4M2;0.5;I8;UAC;45.0;0.022222222222222223;0.044444444444444446
927;FGA0186 - ELETRICIDADE APLICADA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;90h;2M1234 4M12;2;1;FGA - SALA I8 E LAB ELET;2M1;0.5;Lab.Eletr.;UED;20.0;0.05;0.1
928;FGA0186 - ELETRICIDADE APLICADA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;90h;2M1234 4M12;2;1;FGA - SALA I8 E LAB ELET;2M2;0.5;Lab.Eletr.;UED;20.0;0.05;0.1
929;FGA0186 - ELETRICIDADE APLICADA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;90h;2M1234 4M12;2;1;FGA - SALA I8 E LAB ELET;2M3;0.5;Lab.Eletr.;UED;20.0;0.05;0.1
930;FGA0186 - ELETRICIDADE APLICADA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;90h;2M1234 4M12;2;1;FGA - SALA I8 E LAB ELET;2M4;0.5;Lab.Eletr.;UED;20.0;0.05;0.1
931;FGA0186 - ELETRICIDADE APLICADA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;90h;2M1234 4M12;2;1;FGA - SALA I8 E LAB ELET;4M1;0.5;Lab.Eletr.;UED;20.0;0.05;0.1
932;FGA0186 - ELETRICIDADE APLICADA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;90h;2M1234 4M12;2;1;FGA - SALA I8 E LAB ELET;4M2;0.5;Lab.Eletr.;UED;20.0;0.05;0.1
933;FGA0186 - ELETRICIDADE APLICADA;2;2022;2;FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA;60h;6M12 24T45;2;0;FGA - SALA S8 E LAB ELET;6M1;0.0;S8;UAC;45.0;0.0;0.044444444444444446
934;FGA0186 - ELETRICIDADE APLICADA;2;2022;2;FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA;60h;6M12 24T45;2;0;FGA - SALA S8 E LAB ELET;6M2;0.0;S8;UAC;45.0;0.0;0.044444444444444446
935;FGA0186 - ELETRICIDADE APLICADA;2;2022;2;FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA;60h;6M12 24T45;2;0;FGA - SALA S8 E LAB ELET;2T4;0.0;S8;UAC;45.0;0.0;0.044444444444444446
936;FGA0186 - ELETRICIDADE APLICADA;2;2022;2;FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA;60h;6M12 24T45;2;0;FGA - SALA S8 E LAB ELET;2T5;0.0;S8;UAC;45.0;0.0;0.044444444444444446
937;FGA0186 - ELETRICIDADE APLICADA;2;2022;2;FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA;60h;6M12 24T45;2;0;FGA - SALA S8 E LAB ELET;4T4;0.0;S8;UAC;45.0;0.0;0.044444444444444446
938;FGA0186 - ELETRICIDADE APLICADA;2;2022;2;FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA;60h;6M12 24T45;2;0;FGA - SALA S8 E LAB ELET;4T5;0.0;S8;UAC;45.0;0.0;0.044444444444444446
939;FGA0186 - ELETRICIDADE APLICADA;2;2022;2;FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA;60h;6M12 24T45;2;0;FGA - SALA S8 E LAB ELET;6M1;0.0;Lab.Eletr.;UED;20.0;0.0;0.1
940;FGA0186 - ELETRICIDADE APLICADA;2;2022;2;FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA;60h;6M12 24T45;2;0;FGA - SALA S8 E LAB ELET;6M2;0.0;Lab.Eletr.;UED;20.0;0.0;0.1
941;FGA0186 - ELETRICIDADE APLICADA;2;2022;2;FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA;60h;6M12 24T45;2;0;FGA - SALA S8 E LAB ELET;2T4;0.0;Lab.Eletr.;UED;20.0;0.0;0.1
942;FGA0186 - ELETRICIDADE APLICADA;2;2022;2;FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA;60h;6M12 24T45;2;0;FGA - SALA S8 E LAB ELET;2T5;0.0;Lab.Eletr.;UED;20.0;0.0;0.1
943;FGA0186 - ELETRICIDADE APLICADA;2;2022;2;FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA;60h;6M12 24T45;2;0;FGA - SALA S8 E LAB ELET;4T4;0.0;Lab.Eletr.;UED;20.0;0.0;0.1
944;FGA0186 - ELETRICIDADE APLICADA;2;2022;2;FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA;60h;6M12 24T45;2;0;FGA - SALA S8 E LAB ELET;4T5;0.0;Lab.Eletr.;UED;20.0;0.0;0.1
945;FGA0186 - ELETRICIDADE APLICADA;2;2022;2;RUDI HENRI VAN ELS;30h;6M12 24T45;2;0;FGA - SALA S8 E LAB ELET;6M1;0.0;S8;UAC;45.0;0.0;0.044444444444444446
946;FGA0186 - ELETRICIDADE APLICADA;2;2022;2;RUDI HENRI VAN ELS;30h;6M12 24T45;2;0;FGA - SALA S8 E LAB ELET;6M2;0.0;S8;UAC;45.0;0.0;0.044444444444444446
947;FGA0186 - ELETRICIDADE APLICADA;2;2022;2;RUDI HENRI VAN ELS;30h;6M12 24T45;2;0;FGA - SALA S8 E LAB ELET;2T4;0.0;S8;UAC;45.0;0.0;0.044444444444444446
948;FGA0186 - ELETRICIDADE APLICADA;2;2022;2;RUDI HENRI VAN ELS;30h;6M12 24T45;2;0;FGA - SALA S8 E LAB ELET;2T5;0.0;S8;UAC;45.0;0.0;0.044444444444444446
949;FGA0186 - ELETRICIDADE APLICADA;2;2022;2;RUDI HENRI VAN ELS;30h;6M12 24T45;2;0;FGA - SALA S8 E LAB ELET;4T4;0.0;S8;UAC;45.0;0.0;0.044444444444444446
950;FGA0186 - ELETRICIDADE APLICADA;2;2022;2;RUDI HENRI VAN ELS;30h;6M12 24T45;2;0;FGA - SALA S8 E LAB ELET;4T5;0.0;S8;UAC;45.0;0.0;0.044444444444444446
951;FGA0186 - ELETRICIDADE APLICADA;2;2022;2;RUDI HENRI VAN ELS;30h;6M12 24T45;2;0;FGA - SALA S8 E LAB ELET;6M1;0.0;Lab.Eletr.;UED;20.0;0.0;0.1
952;FGA0186 - ELETRICIDADE APLICADA;2;2022;2;RUDI HENRI VAN ELS;30h;6M12 24T45;2;0;FGA - SALA S8 E LAB ELET;6M2;0.0;Lab.Eletr.;UED;20.0;0.0;0.1
953;FGA0186 - ELETRICIDADE APLICADA;2;2022;2;RUDI HENRI VAN ELS;30h;6M12 24T45;2;0;FGA - SALA S8 E LAB ELET;2T4;0.0;Lab.Eletr.;UED;20.0;0.0;0.1
954;FGA0186 - ELETRICIDADE APLICADA;2;2022;2;RUDI HENRI VAN ELS;30h;6M12 24T45;2;0;FGA - SALA S8 E LAB ELET;2T5;0.0;Lab.Eletr.;UED;20.0;0.0;0.1
955;FGA0186 - ELETRICIDADE APLICADA;2;2022;2;RUDI HENRI VAN ELS;30h;6M12 24T45;2;0;FGA - SALA S8 E LAB ELET;4T4;0.0;Lab.Eletr.;UED;20.0;0.0;0.1
956;FGA0186 - ELETRICIDADE APLICADA;2;2022;2;RUDI HENRI VAN ELS;30h;6M12 24T45;2;0;FGA - SALA S8 E LAB ELET;4T5;0.0;Lab.Eletr.;UED;20.0;0.0;0.1
957;FGA0188 - MÉTODOS EXPERIMENTAIS PARA ENGENHARIA;1;2022;2;RODRIGO ARBEY MUNOZ MENESES;60h;35T45;15;14;FGA - SALA S6 E LAB MAT;3T4;0.9333333333333333;S6;UAC;60.0;0.23333333333333334;0.25
958;FGA0188 - MÉTODOS EXPERIMENTAIS PARA ENGENHARIA;1;2022;2;RODRIGO ARBEY MUNOZ MENESES;60h;35T45;15;14;FGA - SALA S6 E LAB MAT;3T5;0.9333333333333333;S6;UAC;60.0;0.23333333333333334;0.25
959;FGA0188 - MÉTODOS EXPERIMENTAIS PARA ENGENHARIA;1;2022;2;RODRIGO ARBEY MUNOZ MENESES;60h;35T45;15;14;FGA - SALA S6 E LAB MAT;5T4;0.9333333333333333;S6;UAC;60.0;0.23333333333333334;0.25
960;FGA0188 - MÉTODOS EXPERIMENTAIS PARA ENGENHARIA;1;2022;2;RODRIGO ARBEY MUNOZ MENESES;60h;35T45;15;14;FGA - SALA S6 E LAB MAT;5T5;0.9333333333333333;S6;UAC;60.0;0.23333333333333334;0.25
961;FGA0188 - MÉTODOS EXPERIMENTAIS PARA ENGENHARIA;1;2022;2;RODRIGO ARBEY MUNOZ MENESES;60h;35T45;15;14;FGA - SALA S6 E LAB MAT;3T4;0.9333333333333333;Lab.Mater.;UED;1.0;14.0;15.0
962;FGA0188 - MÉTODOS EXPERIMENTAIS PARA ENGENHARIA;1;2022;2;RODRIGO ARBEY MUNOZ MENESES;60h;35T45;15;14;FGA - SALA S6 E LAB MAT;3T5;0.9333333333333333;Lab.Mater.;UED;1.0;14.0;15.0
963;FGA0188 - MÉTODOS EXPERIMENTAIS PARA ENGENHARIA;1;2022;2;RODRIGO ARBEY MUNOZ MENESES;60h;35T45;15;14;FGA - SALA S6 E LAB MAT;5T4;0.9333333333333333;Lab.Mater.;UED;1.0;14.0;15.0
964;FGA0188 - MÉTODOS EXPERIMENTAIS PARA ENGENHARIA;1;2022;2;RODRIGO ARBEY MUNOZ MENESES;60h;35T45;15;14;FGA - SALA S6 E LAB MAT;5T5;0.9333333333333333;Lab.Mater.;UED;1.0;14.0;15.0
965;FGA0188 - MÉTODOS EXPERIMENTAIS PARA ENGENHARIA;2;2022;2;RODRIGO ARBEY MUNOZ MENESES;60h;3T45 56T4;15;2;FGA - SALA S6 E LAB MAT;3T4;0.13333333333333333;S6;UAC;60.0;0.03333333333333333;0.25
966;FGA0188 - MÉTODOS EXPERIMENTAIS PARA ENGENHARIA;2;2022;2;RODRIGO ARBEY MUNOZ MENESES;60h;3T45 56T4;15;2;FGA - SALA S6 E LAB MAT;3T5;0.13333333333333333;S6;UAC;60.0;0.03333333333333333;0.25
967;FGA0188 - MÉTODOS EXPERIMENTAIS PARA ENGENHARIA;2;2022;2;RODRIGO ARBEY MUNOZ MENESES;60h;3T45 56T4;15;2;FGA - SALA S6 E LAB MAT;5T4;0.13333333333333333;S6;UAC;60.0;0.03333333333333333;0.25
968;FGA0188 - MÉTODOS EXPERIMENTAIS PARA ENGENHARIA;2;2022;2;RODRIGO ARBEY MUNOZ MENESES;60h;3T45 56T4;15;2;FGA - SALA S6 E LAB MAT;6T4;0.13333333333333333;S6;UAC;60.0;0.03333333333333333;0.25
969;FGA0188 - MÉTODOS EXPERIMENTAIS PARA ENGENHARIA;2;2022;2;RODRIGO ARBEY MUNOZ MENESES;60h;3T45 56T4;15;2;FGA - SALA S6 E LAB MAT;3T4;0.13333333333333333;Lab.Mater.;UED;1.0;2.0;15.0
970;FGA0188 - MÉTODOS EXPERIMENTAIS PARA ENGENHARIA;2;2022;2;RODRIGO ARBEY MUNOZ MENESES;60h;3T45 56T4;15;2;FGA - SALA S6 E LAB MAT;3T5;0.13333333333333333;Lab.Mater.;UED;1.0;2.0;15.0
971;FGA0188 - MÉTODOS EXPERIMENTAIS PARA ENGENHARIA;2;2022;2;RODRIGO ARBEY MUNOZ MENESES;60h;3T45 56T4;15;2;FGA - SALA S6 E LAB MAT;5T4;0.13333333333333333;Lab.Mater.;UED;1.0;2.0;15.0
972;FGA0188 - MÉTODOS EXPERIMENTAIS PARA ENGENHARIA;2;2022;2;RODRIGO ARBEY MUNOZ MENESES;60h;3T45 56T4;15;2;FGA - SALA S6 E LAB MAT;6T4;0.13333333333333333;Lab.Mater.;UED;1.0;2.0;15.0
973;FGA0188 - MÉTODOS EXPERIMENTAIS PARA ENGENHARIA;3;2022;2;RODRIGO ARBEY MUNOZ MENESES;60h;3T45 5T4 6T5;15;0;FGA - SALA S6 E LAB MAT;3T4;0.0;S6;UAC;60.0;0.0;0.25
974;FGA0188 - MÉTODOS EXPERIMENTAIS PARA ENGENHARIA;3;2022;2;RODRIGO ARBEY MUNOZ MENESES;60h;3T45 5T4 6T5;15;0;FGA - SALA S6 E LAB MAT;3T5;0.0;S6;UAC;60.0;0.0;0.25
975;FGA0188 - MÉTODOS EXPERIMENTAIS PARA ENGENHARIA;3;2022;2;RODRIGO ARBEY MUNOZ MENESES;60h;3T45 5T4 6T5;15;0;FGA - SALA S6 E LAB MAT;5T4;0.0;S6;UAC;60.0;0.0;0.25
976;FGA0188 - MÉTODOS EXPERIMENTAIS PARA ENGENHARIA;3;2022;2;RODRIGO ARBEY MUNOZ MENESES;60h;3T45 5T4 6T5;15;0;FGA - SALA S6 E LAB MAT;6T5;0.0;S6;UAC;60.0;0.0;0.25
977;FGA0188 - MÉTODOS EXPERIMENTAIS PARA ENGENHARIA;3;2022;2;RODRIGO ARBEY MUNOZ MENESES;60h;3T45 5T4 6T5;15;0;FGA - SALA S6 E LAB MAT;3T4;0.0;Lab.Mater.;UED;1.0;0.0;15.0
978;FGA0188 - MÉTODOS EXPERIMENTAIS PARA ENGENHARIA;3;2022;2;RODRIGO ARBEY MUNOZ MENESES;60h;3T45 5T4 6T5;15;0;FGA - SALA S6 E LAB MAT;3T5;0.0;Lab.Mater.;UED;1.0;0.0;15.0
979;FGA0188 - MÉTODOS EXPERIMENTAIS PARA ENGENHARIA;3;2022;2;RODRIGO ARBEY MUNOZ MENESES;60h;3T45 5T4 6T5;15;0;FGA - SALA S6 E LAB MAT;5T4;0.0;Lab.Mater.;UED;1.0;0.0;15.0
980;FGA0188 - MÉTODOS EXPERIMENTAIS PARA ENGENHARIA;3;2022;2;RODRIGO ARBEY MUNOZ MENESES;60h;3T45 5T4 6T5;15;0;FGA - SALA S6 E LAB MAT;6T5;0.0;Lab.Mater.;UED;1.0;0.0;15.0
981;FGA0190 - PROJETO DE ELEMENTOS AUTOMOTIVOS;1;2022;2;ALESSANDRO BORGES DE SOUSA OLIVEIRA;90h;246M34;45;5;FGA - SALA I4;2M3;0.1111111111111111;I4;UAC;45.0;0.1111111111111111;1.0
982;FGA0190 - PROJETO DE ELEMENTOS AUTOMOTIVOS;1;2022;2;ALESSANDRO BORGES DE SOUSA OLIVEIRA;90h;246M34;45;5;FGA - SALA I4;2M4;0.1111111111111111;I4;UAC;45.0;0.1111111111111111;1.0
983;FGA0190 - PROJETO DE ELEMENTOS AUTOMOTIVOS;1;2022;2;ALESSANDRO BORGES DE SOUSA OLIVEIRA;90h;246M34;45;5;FGA - SALA I4;4M3;0.1111111111111111;I4;UAC;45.0;0.1111111111111111;1.0
984;FGA0190 - PROJETO DE ELEMENTOS AUTOMOTIVOS;1;2022;2;ALESSANDRO BORGES DE SOUSA OLIVEIRA;90h;246M34;45;5;FGA - SALA I4;4M4;0.1111111111111111;I4;UAC;45.0;0.1111111111111111;1.0
985;FGA0190 - PROJETO DE ELEMENTOS AUTOMOTIVOS;1;2022;2;ALESSANDRO BORGES DE SOUSA OLIVEIRA;90h;246M34;45;5;FGA - SALA I4;6M3;0.1111111111111111;I4;UAC;45.0;0.1111111111111111;1.0
986;FGA0190 - PROJETO DE ELEMENTOS AUTOMOTIVOS;1;2022;2;ALESSANDRO BORGES DE SOUSA OLIVEIRA;90h;246M34;45;5;FGA - SALA I4;6M4;0.1111111111111111;I4;UAC;45.0;0.1111111111111111;1.0
987;FGA0191 - MATERIAIS COMPOSTOS E PLÁSTICOS;1;2022;2;SANDRA MARIA DA LUZ;30h;35T23;45;10;FGA - SALA I4;3T2;0.2222222222222222;I4;UAC;45.0;0.2222222222222222;1.0
988;FGA0191 - MATERIAIS COMPOSTOS E PLÁSTICOS;1;2022;2;SANDRA MARIA DA LUZ;30h;35T23;45;10;FGA - SALA I4;3T3;0.2222222222222222;I4;UAC;45.0;0.2222222222222222;1.0
989;FGA0191 - MATERIAIS COMPOSTOS E PLÁSTICOS;1;2022;2;SANDRA MARIA DA LUZ;30h;35T23;45;10;FGA - SALA I4;5T2;0.2222222222222222;I4;UAC;45.0;0.2222222222222222;1.0
990;FGA0191 - MATERIAIS COMPOSTOS E PLÁSTICOS;1;2022;2;SANDRA MARIA DA LUZ;30h;35T23;45;10;FGA - SALA I4;5T3;0.2222222222222222;I4;UAC;45.0;0.2222222222222222;1.0
991;FGA0191 - MATERIAIS COMPOSTOS E PLÁSTICOS;1;2022;2;EMMANUEL PACHECO ROCHA LIMA;30h;35T23;45;10;FGA - SALA I4;3T2;0.2222222222222222;I4;UAC;45.0;0.2222222222222222;1.0
992;FGA0191 - MATERIAIS COMPOSTOS E PLÁSTICOS;1;2022;2;EMMANUEL PACHECO ROCHA LIMA;30h;35T23;45;10;FGA - SALA I4;3T3;0.2222222222222222;I4;UAC;45.0;0.2222222222222222;1.0
993;FGA0191 - MATERIAIS COMPOSTOS E PLÁSTICOS;1;2022;2;EMMANUEL PACHECO ROCHA LIMA;30h;35T23;45;10;FGA - SALA I4;5T2;0.2222222222222222;I4;UAC;45.0;0.2222222222222222;1.0
994;FGA0191 - MATERIAIS COMPOSTOS E PLÁSTICOS;1;2022;2;EMMANUEL PACHECO ROCHA LIMA;30h;35T23;45;10;FGA - SALA I4;5T3;0.2222222222222222;I4;UAC;45.0;0.2222222222222222;1.0
995;FGA0194 - ARQUITETURA DE MOTORES DE COMBUSTÃO INTERNA;1;2022;2;FABIO CORDEIRO DE LISBOA;60h;46T23;25;9;FGA - LDTEA SALA 3;4T2;0.36;LD.Sala-3;LDTEA;1.0;9.0;25.0
996;FGA0194 - ARQUITETURA DE MOTORES DE COMBUSTÃO INTERNA;1;2022;2;FABIO CORDEIRO DE LISBOA;60h;46T23;25;9;FGA - LDTEA SALA 3;4T3;0.36;LD.Sala-3;LDTEA;1.0;9.0;25.0
997;FGA0194 - ARQUITETURA DE MOTORES DE COMBUSTÃO INTERNA;1;2022;2;FABIO CORDEIRO DE LISBOA;60h;46T23;25;9;FGA - LDTEA SALA 3;6T2;0.36;LD.Sala-3;LDTEA;1.0;9.0;25.0
998;FGA0194 - ARQUITETURA DE MOTORES DE COMBUSTÃO INTERNA;1;2022;2;FABIO CORDEIRO DE LISBOA;60h;46T23;25;9;FGA - LDTEA SALA 3;6T3;0.36;LD.Sala-3;LDTEA;1.0;9.0;25.0
999;FGA0195 - GESTÃO DA PRODUÇÃO AUTOMOTIVA;1;2022;2;MARIO DE OLIVEIRA ANDRADE;60h;35T6 35N1;45;34;FGA - SALA I1;3T6;0.7555555555555555;I1;UAC;45.0;0.7555555555555555;1.0
1000;FGA0195 - GESTÃO DA PRODUÇÃO AUTOMOTIVA;1;2022;2;MARIO DE OLIVEIRA ANDRADE;60h;35T6 35N1;45;34;FGA - SALA I1;5T6;0.7555555555555555;I1;UAC;45.0;0.7555555555555555;1.0
1001;FGA0195 - GESTÃO DA PRODUÇÃO AUTOMOTIVA;1;2022;2;MARIO DE OLIVEIRA ANDRADE;60h;35T6 35N1;45;34;FGA - SALA I1;3N1;0.7555555555555555;I1;UAC;45.0;0.7555555555555555;1.0
1002;FGA0195 - GESTÃO DA PRODUÇÃO AUTOMOTIVA;1;2022;2;MARIO DE OLIVEIRA ANDRADE;60h;35T6 35N1;45;34;FGA - SALA I1;5N1;0.7555555555555555;I1;UAC;45.0;0.7555555555555555;1.0
1003;FGA0201 - PROJETO DE CIRCUITOS INTEGRADOS DIGITAIS;1;2022;2;GILMAR SILVA BESERRA;60h;35M12;45;13;FGA - SALA LAB SS;3M1;0.28888888888888886;Lab.SS;UED;45.0;0.28888888888888886;1.0
1004;FGA0201 - PROJETO DE CIRCUITOS INTEGRADOS DIGITAIS;1;2022;2;GILMAR SILVA BESERRA;60h;35M12;45;13;FGA - SALA LAB SS;3M2;0.28888888888888886;Lab.SS;UED;45.0;0.28888888888888886;1.0
1005;FGA0201 - PROJETO DE CIRCUITOS INTEGRADOS DIGITAIS;1;2022;2;GILMAR SILVA BESERRA;60h;35M12;45;13;FGA - SALA LAB SS;5M1;0.28888888888888886;Lab.SS;UED;45.0;0.28888888888888886;1.0
1006;FGA0201 - PROJETO DE CIRCUITOS INTEGRADOS DIGITAIS;1;2022;2;GILMAR SILVA BESERRA;60h;35M12;45;13;FGA - SALA LAB SS;5M2;0.28888888888888886;Lab.SS;UED;45.0;0.28888888888888886;1.0
1007;FGA0204 - DINÂMICA DOS FLUÍDOS;1;2022;2;AUGUSTO CESAR DE MENDONCA BRASIL;15h;26M34 4M3;25;23;FGA - SALA S8 /LAB TERMOFLUIDOS / SALA I3;2M3;0.92;S8;UAC;45.0;0.5111111111111111;0.5555555555555556
